1a,1a
1b,1b
1c,1c
1d,1d
2a,2a
2b,2b
2c,2c
3a,3a
3b,3b
3c,3c
3d,3d
4a,4a
4b,4b
4c,4c
5a,5a
5b,5b
5c,5c
