10carverfirestation,10
11firstpresbyterianchurch,11
12libertyspringsbaptchurch,12
13countylinemethodistchurch,13
14sunnysidemethodi,14
16garyreidfirestation,16
17ambucsparkgym,17
19firstassemblyofgodchurch,19
1secondbaptistch,1
20robertsfirestation,20
21eagleslandingbaptist,21
2fairmont,2
3seniorcenter,3
5ugacampus,5
6citypark,6
7firstmethodist,7
8st.johnlutheranchurch,8
9unionbaptistchurch,9
